country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category,city_ascii,country,lat,lng
France,Taverny,59.0,Moderate,1.0,Good,21.0,Good,5.0,Good,59.0,Moderate,Taverny,France,49.0264,2.2275
Kenya,Taveta,43.0,Good,1.0,Good,18.0,Good,0.0,Good,43.0,Good,Taveta,Kenya,-3.3956,37.6761
Italy,Taviano,68.0,Moderate,1.0,Good,49.0,Good,2.0,Good,68.0,Moderate,Taviano,Italy,39.9833,18.0833
Portugal,Tavira,38.0,Good,1.0,Good,38.0,Good,1.0,Good,26.0,Good,Tavira,Portugal,37.1167,-7.65
Russian Federation,Tavricheskoye,37.0,Good,1.0,Good,37.0,Good,0.0,Good,15.0,Good,,,,
Japan,Tawaramoto,72.0,Moderate,2.0,Good,20.0,Good,11.0,Good,72.0,Moderate,Tawaramoto,Japan,34.55,135.8
Malaysia,Tawau,26.0,Good,1.0,Good,9.0,Good,1.0,Good,26.0,Good,Tawau,Malaysia,4.2583,117.8944
Sudan,Tawkar,152.0,Unhealthy,1.0,Good,27.0,Good,0.0,Good,152.0,Unhealthy,,,,
Morocco,Tawnat,46.0,Good,1.0,Good,29.0,Good,2.0,Good,46.0,Good,,,,
Tunisia,Tawzar,73.0,Moderate,1.0,Good,43.0,Good,0.0,Good,73.0,Moderate,,,,
Mexico,Taxco,96.0,Moderate,1.0,Good,35.0,Good,1.0,Good,96.0,Moderate,,,,
Viet Nam,Tay Ninh,45.0,Good,0.0,Good,18.0,Good,1.0,Good,45.0,Good,Tay Ninh,Vietnam,11.3678,106.1189
Iran (Islamic Republic of),Taybad,170.0,Unhealthy,1.0,Good,43.0,Good,0.0,Good,170.0,Unhealthy,Taybad,Iran,34.7408,60.7792
Russian Federation,Tayga,39.0,Good,1.0,Good,39.0,Good,0.0,Good,38.0,Good,Tayga,Russia,56.0667,85.6167
Israel,Tayibe,56.0,Moderate,1.0,Good,45.0,Good,4.0,Good,56.0,Moderate,,,,
United States of America,Taylor,29.0,Good,1.0,Good,20.0,Good,2.0,Good,29.0,Good,Taylor,United States,30.5729,-97.4268
United States of America,Taylor,29.0,Good,1.0,Good,20.0,Good,2.0,Good,29.0,Good,Taylor,United States,42.226,-83.2688
United States of America,Taylors,58.0,Moderate,1.0,Good,42.0,Good,4.0,Good,58.0,Moderate,Taylors,United States,34.9157,-82.3124
United States of America,Taylorsville,45.0,Good,1.0,Good,42.0,Good,2.0,Good,45.0,Good,Taylorsville,United States,40.6569,-111.9493
United States of America,Taylorville,57.0,Moderate,1.0,Good,37.0,Good,6.0,Good,57.0,Moderate,Taylorville,United States,39.5328,-89.2804
Russian Federation,Tayshet,35.0,Good,1.0,Good,35.0,Good,0.0,Good,32.0,Good,Tayshet,Russia,55.95,98.0167
Philippines,Taytay,65.0,Moderate,1.0,Good,23.0,Good,1.0,Good,65.0,Moderate,Taytay,Philippines,14.5692,121.1325
Philippines,Taytay,65.0,Moderate,1.0,Good,23.0,Good,1.0,Good,65.0,Moderate,Taytay,Philippines,10.82,119.52
Indonesia,Tayu,100.0,Unhealthy for Sensitive Groups,2.0,Good,100.0,Unhealthy for Sensitive Groups,1.0,Good,89.0,Moderate,,,,
Philippines,Tayug,89.0,Moderate,1.0,Good,29.0,Good,1.0,Good,89.0,Moderate,Tayug,Philippines,16.0267,120.7478
Afghanistan,Taywarah,62.0,Moderate,0.0,Good,39.0,Good,0.0,Good,62.0,Moderate,Taywarah,Afghanistan,33.51,64.42
Algeria,Tazmalt,117.0,Unhealthy for Sensitive Groups,1.0,Good,117.0,Unhealthy for Sensitive Groups,1.0,Good,56.0,Moderate,Tazmalt,Algeria,36.3844,4.3992
Georgia,Tbilisi,36.0,Good,1.0,Good,35.0,Good,0.0,Good,36.0,Good,Tbilisi,Georgia,41.7225,44.7925
Russian Federation,Tbilisskaya,40.0,Good,1.0,Good,40.0,Good,2.0,Good,31.0,Good,,,,
Togo,Tchamba,78.0,Moderate,1.0,Good,20.0,Good,0.0,Good,78.0,Moderate,,,,
Benin,Tchaourou,63.0,Moderate,1.0,Good,34.0,Good,0.0,Good,63.0,Moderate,Tchaourou,Benin,8.8833,2.6
Gabon,Tchibanga,76.0,Moderate,2.0,Good,35.0,Good,0.0,Good,76.0,Moderate,Tchibanga,Gabon,-2.9333,11.0
Cameroon,Tchollire,62.0,Moderate,1.0,Good,20.0,Good,0.0,Good,62.0,Moderate,,,,
Poland,Tczew,37.0,Good,1.0,Good,37.0,Good,0.0,Good,24.0,Good,Tczew,Poland,54.0875,18.7972
United States of America,Teaneck,53.0,Moderate,1.0,Good,40.0,Good,4.0,Good,53.0,Moderate,Teaneck,United States,40.89,-74.0107
Italy,Teano,47.0,Good,1.0,Good,47.0,Good,1.0,Good,36.0,Good,Teano,Italy,41.25,14.0667
Mexico,Teapa,171.0,Unhealthy,7.0,Good,3.0,Good,11.0,Good,171.0,Unhealthy,Teapa,Mexico,17.5483,-92.953
Republic of North Macedonia,Tearce,48.0,Good,1.0,Good,42.0,Good,0.0,Good,48.0,Good,Tearce,North Macedonia,42.0775,21.0519
Indonesia,Tebingtinggi,84.0,Moderate,2.0,Good,45.0,Good,0.0,Good,84.0,Moderate,Tebingtinggi,Indonesia,3.3194,99.1522
Mexico,Tecalitlan,40.0,Good,1.0,Good,3.0,Good,5.0,Good,40.0,Good,,,,
Mexico,Tecamac,197.0,Unhealthy,2.0,Good,13.0,Good,12.0,Good,197.0,Unhealthy,Tecamac,Mexico,19.7131,-98.9683
Mexico,Tecamachalco,82.0,Moderate,1.0,Good,30.0,Good,1.0,Good,82.0,Moderate,Tecamachalco,Mexico,18.8667,-97.7167
Mexico,Tecate,62.0,Moderate,2.0,Good,19.0,Good,13.0,Good,62.0,Moderate,Tecate,Mexico,32.5722,-116.6403
Ghana,Techiman,55.0,Moderate,1.0,Good,19.0,Good,0.0,Good,55.0,Moderate,Techiman,Ghana,7.5772,-1.9292
Mexico,Tecoman,28.0,Good,1.0,Good,11.0,Good,2.0,Good,28.0,Good,Tecoman,Mexico,18.9089,-103.8747
Mexico,Tecpan,62.0,Moderate,2.0,Good,9.0,Good,3.0,Good,62.0,Moderate,,,,
Guatemala,Tecpan Guatemala,95.0,Moderate,2.0,Good,12.0,Good,8.0,Good,95.0,Moderate,Tecpan Guatemala,Guatemala,14.7667,-91.0
Mexico,Tecuala,54.0,Moderate,1.0,Good,12.0,Good,1.0,Good,54.0,Moderate,Tecuala,Mexico,22.4004,-105.46
Romania,Tecuci,44.0,Good,1.0,Good,41.0,Good,0.0,Good,44.0,Good,Tecuci,Romania,45.8467,27.4278
Brazil,Tefe,36.0,Good,1.0,Good,2.0,Good,0.0,Good,36.0,Good,Tefe,Brazil,-3.3539,-64.7108
Indonesia,Tegal,149.0,Unhealthy for Sensitive Groups,4.0,Good,25.0,Good,9.0,Good,149.0,Unhealthy for Sensitive Groups,Tegal,Indonesia,-6.8675,109.1375
India,Teghra,159.0,Unhealthy,4.0,Good,127.0,Unhealthy for Sensitive Groups,1.0,Good,159.0,Unhealthy,Teghra,India,26.4929,86.368
Honduras,Tegucigalpa,50.0,Good,1.0,Good,9.0,Good,3.0,Good,50.0,Good,Tegucigalpa,Honduras,14.1058,-87.2047
Spain,Teguise,63.0,Moderate,1.0,Good,35.0,Good,1.0,Good,63.0,Moderate,Teguise,Spain,29.05,-13.5667
United States of America,Tehachapi,34.0,Good,1.0,Good,34.0,Good,4.0,Good,30.0,Good,Tehachapi,United States,35.1276,-118.4744
India,Tehri,103.0,Unhealthy for Sensitive Groups,2.0,Good,69.0,Moderate,0.0,Good,103.0,Unhealthy for Sensitive Groups,Tehri,India,30.38,78.48
Mexico,Tehuacan,62.0,Moderate,1.0,Good,18.0,Good,4.0,Good,62.0,Moderate,Tehuacan,Mexico,18.4617,-97.3928
Mexico,Tehuantepec,62.0,Moderate,2.0,Good,10.0,Good,4.0,Good,62.0,Moderate,,,,
United Kingdom,Teignmouth,37.0,Good,1.0,Good,29.0,Good,1.0,Good,37.0,Good,Teignmouth,United Kingdom,50.5515,-3.4886
Mexico,Tejupilco,67.0,Moderate,2.0,Good,4.0,Good,6.0,Good,67.0,Moderate,Tejupilco,Mexico,18.9058,-100.1528
India,Tekanpur,168.0,Unhealthy,4.0,Good,45.0,Good,6.0,Good,168.0,Unhealthy,Tekanpur,India,25.994,78.2832
India,Tekari,376.0,Hazardous,1.0,Good,68.0,Moderate,1.0,Good,296.0,Very Unhealthy,Tekari,India,24.9425,84.8427
Mexico,Tekax,108.0,Unhealthy for Sensitive Groups,1.0,Good,23.0,Good,0.0,Good,108.0,Unhealthy for Sensitive Groups,,,,
Kazakhstan,Tekeli,51.0,Moderate,1.0,Good,18.0,Good,1.0,Good,51.0,Moderate,Tekeli,Kazakhstan,44.83,78.8239
Turkey,Tekirdag,44.0,Good,1.0,Good,44.0,Good,0.0,Good,17.0,Good,Tekirdag,Turkey,40.9778,27.5153
India,Tekkalakota,36.0,Good,1.0,Good,36.0,Good,0.0,Good,17.0,Good,,,,
India,Tekkali,155.0,Unhealthy,3.0,Good,82.0,Moderate,1.0,Good,155.0,Unhealthy,Tekkali,India,18.6057,84.2355
Israel,Tel Aviv Yafo,127.0,Unhealthy for Sensitive Groups,2.0,Good,39.0,Good,11.0,Good,127.0,Unhealthy for Sensitive Groups,,,,
Honduras,Tela,79.0,Moderate,1.0,Good,21.0,Good,0.0,Good,79.0,Moderate,Tela,Honduras,15.7833,-87.4667
Philippines,Telabastagan,71.0,Moderate,1.0,Good,23.0,Good,1.0,Good,71.0,Moderate,,,,
Spain,Telde,25.0,Good,0.0,Good,25.0,Good,0.0,Good,9.0,Good,Telde,Spain,27.9833,-15.4167
Brazil,Telemaco Borba,24.0,Good,0.0,Good,16.0,Good,0.0,Good,24.0,Good,Telemaco Borba,Brazil,-24.35,-50.6167
United Kingdom of Great Britain and Northern Ireland,Telford,56.0,Moderate,1.0,Good,26.0,Good,5.0,Good,56.0,Moderate,Telford,United Kingdom,52.6766,-2.4469
Austria,Telfs,51.0,Moderate,1.0,Good,47.0,Good,0.0,Good,51.0,Moderate,Telfs,Austria,47.2833,11.0667
Germany,Telgte,35.0,Good,1.0,Good,35.0,Good,2.0,Good,25.0,Good,Telgte,Germany,51.9819,7.7856
India,Telhara,155.0,Unhealthy,2.0,Good,30.0,Good,3.0,Good,155.0,Unhealthy,,,,
Guinea,Telimele,51.0,Moderate,1.0,Good,16.0,Good,0.0,Good,51.0,Moderate,Telimele,Guinea,10.905,-13.043
Mexico,Teloloapan,54.0,Moderate,1.0,Good,10.0,Good,5.0,Good,54.0,Moderate,,,,
Lithuania,Telsiai,53.0,Moderate,1.0,Good,36.0,Good,0.0,Good,53.0,Moderate,Telsiai,Lithuania,55.9833,22.25
Germany,Teltow,38.0,Good,0.0,Good,32.0,Good,1.0,Good,38.0,Good,Teltow,Germany,52.4022,13.2706
Malaysia,Teluk Intan,90.0,Moderate,2.0,Good,57.0,Moderate,1.0,Good,90.0,Moderate,Teluk Intan,Malaysia,4.0333,101.0167
Indonesia,Teluk Nibung,64.0,Moderate,2.0,Good,32.0,Good,0.0,Good,64.0,Moderate,,,,
Indonesia,Teluknaga,188.0,Unhealthy,4.0,Good,188.0,Unhealthy,3.0,Good,163.0,Unhealthy,Teluknaga,Indonesia,-6.0989,106.6381
Ghana,Tema,120.0,Unhealthy for Sensitive Groups,3.0,Good,10.0,Good,3.0,Good,120.0,Unhealthy for Sensitive Groups,Tema,Ghana,5.6667,-0.0167
Indonesia,Temanggung,87.0,Moderate,2.0,Good,58.0,Moderate,1.0,Good,87.0,Moderate,,,,
Mexico,Temascalcingo,50.0,Good,1.0,Good,13.0,Good,2.0,Good,50.0,Good,Temascalcingo,Mexico,19.9147,-100.0036
South Africa,Temba,161.0,Unhealthy,15.0,Good,20.0,Good,7.0,Good,161.0,Unhealthy,,,,
South Africa,Tembisa,219.0,Very Unhealthy,22.0,Good,11.0,Good,16.0,Good,219.0,Very Unhealthy,,,,
United States of America,Temecula,66.0,Moderate,2.0,Good,14.0,Good,13.0,Good,66.0,Moderate,Temecula,United States,33.4928,-117.1315
Serbia,Temerin,80.0,Moderate,1.0,Good,40.0,Good,2.0,Good,80.0,Moderate,Temerin,Serbia,45.4167,19.8833
Malaysia,Temerloh,56.0,Moderate,1.0,Good,34.0,Good,0.0,Good,56.0,Moderate,,,,
Kazakhstan,Temirtau,38.0,Good,1.0,Good,33.0,Good,0.0,Good,38.0,Good,Temirtau,Kazakhstan,50.05,72.95
Mexico,Temixco,119.0,Unhealthy for Sensitive Groups,3.0,Good,1.0,Good,15.0,Good,119.0,Unhealthy for Sensitive Groups,Temixco,Mexico,18.85,-99.2333
United States of America,Tempe,52.0,Moderate,1.0,Good,12.0,Good,20.0,Good,52.0,Moderate,Tempe,United States,33.3881,-111.9319
Italy,Tempio Pausania,46.0,Good,1.0,Good,46.0,Good,0.0,Good,29.0,Good,Tempio Pausania,Italy,40.9,9.1
United States of America,Temple,41.0,Good,0.0,Good,22.0,Good,2.0,Good,41.0,Good,Temple,United States,31.1068,-97.3891
United States of America,Temple City,119.0,Unhealthy for Sensitive Groups,4.0,Good,15.0,Good,35.0,Good,119.0,Unhealthy for Sensitive Groups,Temple City,United States,34.1022,-118.0579
United States of America,Temple Terrace,73.0,Moderate,1.0,Good,10.0,Good,20.0,Good,73.0,Moderate,Temple Terrace,United States,28.0436,-82.3773
Germany,Templin,53.0,Moderate,1.0,Good,35.0,Good,2.0,Good,53.0,Moderate,Templin,Germany,53.1167,13.5
Mexico,Tempoal,75.0,Moderate,2.0,Good,19.0,Good,4.0,Good,75.0,Moderate,,,,
Russian Federation,Temryuk,43.0,Good,1.0,Good,43.0,Good,2.0,Good,39.0,Good,Temryuk,Russia,45.2667,37.3667
Belgium,Temse,42.0,Good,1.0,Good,24.0,Good,5.0,Good,42.0,Good,Temse,Belgium,51.1167,4.2
Chile,Temuco,30.0,Good,0.0,Good,22.0,Good,2.0,Good,30.0,Good,Temuco,Chile,-38.7333,-72.6667
Ecuador,Tena,27.0,Good,1.0,Good,4.0,Good,1.0,Good,27.0,Good,Tena,Colombia,4.6547,-74.39
Ecuador,Tena,27.0,Good,1.0,Good,4.0,Good,1.0,Good,27.0,Good,Tena,Ecuador,-0.989,-77.8159
United States of America,Tenafly,77.0,Moderate,2.0,Good,17.0,Good,21.0,Good,77.0,Moderate,Tenafly,United States,40.9176,-73.9532
India,Tenali,137.0,Unhealthy for Sensitive Groups,1.0,Good,42.0,Good,0.0,Good,137.0,Unhealthy for Sensitive Groups,Tenali,India,16.239,80.645
Mexico,Tenancingo,224.0,Very Unhealthy,4.0,Good,0.0,Good,15.0,Good,224.0,Very Unhealthy,Tenancingo,Mexico,18.9608,-99.5906
Mexico,Tenango De Arista,177.0,Unhealthy,4.0,Good,7.0,Good,22.0,Good,177.0,Unhealthy,,,,
Mexico,Tenango De Rio Blanco,84.0,Moderate,2.0,Good,15.0,Good,6.0,Good,84.0,Moderate,,,,
Japan,Tendo,35.0,Good,1.0,Good,35.0,Good,1.0,Good,15.0,Good,Tendo,Japan,38.3623,140.3779
India,Tendukheda,165.0,Unhealthy,4.0,Good,34.0,Good,6.0,Good,165.0,Unhealthy,Tendukheda,India,23.1708,78.8724
India,Tendukheda,165.0,Unhealthy,4.0,Good,34.0,Good,6.0,Good,165.0,Unhealthy,Tendukheda,India,23.3962,79.5395
China,Tengzhou,165.0,Unhealthy,3.0,Good,165.0,Unhealthy,2.0,Good,85.0,Moderate,,,,
Germany,Teningen,31.0,Good,1.0,Good,31.0,Good,1.0,Good,31.0,Good,Teningen,Germany,48.1269,7.8103
India,Tenkasi,51.0,Moderate,1.0,Good,26.0,Good,0.0,Good,51.0,Moderate,Tenkasi,India,8.9564,77.3152
Burkina Faso,Tenkodogo,54.0,Moderate,1.0,Good,27.0,Good,0.0,Good,54.0,Moderate,Tenkodogo,Burkina Faso,11.7833,-0.3667
Japan,Tenno,32.0,Good,1.0,Good,32.0,Good,1.0,Good,16.0,Good,,,,
Mexico,Tenosique,61.0,Moderate,1.0,Good,13.0,Good,1.0,Good,61.0,Moderate,Tenosique,Mexico,17.4756,-91.4225
Japan,Tenri,40.0,Good,1.0,Good,40.0,Good,2.0,Good,36.0,Good,Tenri,Japan,34.5967,135.8372
Spain,Teo,31.0,Good,1.0,Good,31.0,Good,1.0,Good,15.0,Good,,,,
Mexico,Teocaltiche,54.0,Moderate,1.0,Good,26.0,Good,1.0,Good,54.0,Moderate,,,,
Brazil,Teodoro Sampaio,46.0,Good,1.0,Good,9.0,Good,1.0,Good,46.0,Good,Teodoro Sampaio,Brazil,-22.5325,-52.1675
Brazil,Teofilo Otoni,27.0,Good,1.0,Good,7.0,Good,1.0,Good,27.0,Good,Teofilo Otoni,Brazil,-17.8578,-41.505
Mexico,Teolocholco,195.0,Unhealthy,1.0,Good,34.0,Good,3.0,Good,195.0,Unhealthy,,,,
Mexico,Teoloyucan,160.0,Unhealthy,4.0,Good,7.0,Good,15.0,Good,160.0,Unhealthy,Teoloyucan,Mexico,19.7442,-99.1811
India,Teonthar,217.0,Very Unhealthy,1.0,Good,44.0,Good,0.0,Good,217.0,Very Unhealthy,Teonthar,India,24.9821,81.6419
Mexico,Teopisca,50.0,Good,1.0,Good,24.0,Good,0.0,Good,50.0,Good,Teopisca,Mexico,16.55,-92.5
Mexico,Teotihuacan,178.0,Unhealthy,3.0,Good,7.0,Good,14.0,Good,178.0,Unhealthy,Teotihuacan,Mexico,19.6897,-98.8608
Mexico,Tepalcatepec,44.0,Good,1.0,Good,27.0,Good,0.0,Good,44.0,Good,Tepalcatepec,Mexico,19.1833,-102.85
Mexico,Tepalcingo,68.0,Moderate,1.0,Good,32.0,Good,1.0,Good,68.0,Moderate,,,,
Mexico,Tepatepec,93.0,Moderate,2.0,Good,15.0,Good,5.0,Good,93.0,Moderate,,,,
Mexico,Tepatitlan,49.0,Good,1.0,Good,8.0,Good,5.0,Good,49.0,Good,,,,
Mexico,Tepatlaxco,166.0,Unhealthy,3.0,Good,4.0,Good,11.0,Good,166.0,Unhealthy,Tepatlaxco,Mexico,19.0667,-97.9667
Mexico,Tepeaca,172.0,Unhealthy,5.0,Good,2.0,Good,11.0,Good,172.0,Unhealthy,,,,
Mexico,Tepeapulco,384.0,Hazardous,3.0,Good,25.0,Good,6.0,Good,384.0,Hazardous,Tepeapulco,Mexico,19.7856,-98.5517
Turkey,Tepecik,59.0,Moderate,1.0,Good,34.0,Good,1.0,Good,59.0,Moderate,,,,
Mexico,Tepeji,157.0,Unhealthy,1.0,Good,33.0,Good,2.0,Good,157.0,Unhealthy,,,,
Albania,Tepelene,57.0,Moderate,1.0,Good,31.0,Good,2.0,Good,57.0,Moderate,Tepelene,Albania,40.2967,20.0189
Mexico,Tepic,54.0,Moderate,1.0,Good,10.0,Good,3.0,Good,54.0,Moderate,Tepic,Mexico,21.5083,-104.8931
Czechia,Teplice,30.0,Good,1.0,Good,30.0,Good,2.0,Good,28.0,Good,Teplice,Czechia,50.6444,13.8319
Mexico,Tepotzotlan,155.0,Unhealthy,4.0,Good,8.0,Good,14.0,Good,155.0,Unhealthy,Tepotzotlan,Mexico,19.7161,-99.2236
Mexico,Tepoztlan,152.0,Unhealthy,2.0,Good,6.0,Good,15.0,Good,152.0,Unhealthy,Tepoztlan,Mexico,18.9853,-99.0997
Mexico,Tequila,64.0,Moderate,1.0,Good,15.0,Good,2.0,Good,64.0,Moderate,Tequila,Mexico,20.8828,-103.8367
Mexico,Tequisquiapan,57.0,Moderate,1.0,Good,17.0,Good,4.0,Good,57.0,Moderate,Tequisquiapan,Mexico,20.5206,-99.8958
Mexico,Tequixquiac,156.0,Unhealthy,2.0,Good,12.0,Good,10.0,Good,156.0,Unhealthy,Tequixquiac,Mexico,19.9097,-99.1417
Mexico,Tequixquitla,101.0,Unhealthy for Sensitive Groups,2.0,Good,13.0,Good,6.0,Good,101.0,Unhealthy for Sensitive Groups,,,,
Niger,Tera,88.0,Moderate,1.0,Good,40.0,Good,0.0,Good,88.0,Moderate,,,,
Italy,Teramo,44.0,Good,1.0,Good,44.0,Good,1.0,Good,38.0,Good,Teramo,Italy,42.6591,13.7022
India,Terdal,137.0,Unhealthy for Sensitive Groups,3.0,Good,21.0,Good,7.0,Good,137.0,Unhealthy for Sensitive Groups,Terdal,India,16.5,75.05
Ukraine,Terebovlya,59.0,Moderate,1.0,Good,44.0,Good,0.0,Good,59.0,Moderate,Terebovlya,Ukraine,49.3,25.6903
Russian Federation,Terek,41.0,Good,1.0,Good,41.0,Good,2.0,Good,34.0,Good,Terek,Russia,43.4833,44.1333
Philippines,Teresa,65.0,Moderate,1.0,Good,25.0,Good,2.0,Good,65.0,Moderate,Teresa,Philippines,14.5586,121.2083
Brazil,Teresina,27.0,Good,0.0,Good,12.0,Good,1.0,Good,27.0,Good,Teresina,Brazil,-5.0949,-42.8042
Brazil,Teresopolis,51.0,Moderate,1.0,Good,24.0,Good,1.0,Good,51.0,Moderate,Teresopolis,Brazil,-22.4119,-42.9658
France,Tergnier,32.0,Good,1.0,Good,25.0,Good,2.0,Good,32.0,Good,Tergnier,France,49.6564,3.2883
Italy,Terlizzi,47.0,Good,1.0,Good,47.0,Good,1.0,Good,34.0,Good,Terlizzi,Italy,41.1333,16.55
Turkey,Terme,37.0,Good,1.0,Good,37.0,Good,0.0,Good,30.0,Good,Terme,Turkey,41.2092,36.9739
Italy,Termini Imerese,57.0,Moderate,1.0,Good,48.0,Good,0.0,Good,57.0,Moderate,Termini Imerese,Italy,37.9872,13.6961
Uzbekistan,Termiz,172.0,Unhealthy,1.0,Good,49.0,Good,0.0,Good,172.0,Unhealthy,Termiz,Uzbekistan,37.2167,67.2833
Italy,Termoli,51.0,Moderate,1.0,Good,51.0,Moderate,0.0,Good,34.0,Good,Termoli,Italy,42.0,14.9833
Belgium,Ternat,44.0,Good,1.0,Good,27.0,Good,4.0,Good,44.0,Good,Ternat,Belgium,50.8667,4.1833
Indonesia,Ternate,22.0,Good,1.0,Good,16.0,Good,0.0,Good,22.0,Good,Ternate,Philippines,14.28,120.72
Indonesia,Ternate,22.0,Good,1.0,Good,16.0,Good,0.0,Good,22.0,Good,Ternate,Indonesia,0.78,127.3819
Netherlands,Terneuzen,38.0,Good,1.0,Good,32.0,Good,3.0,Good,38.0,Good,Terneuzen,Netherlands,51.3333,3.8333
Italy,Terni,42.0,Good,1.0,Good,42.0,Good,2.0,Good,32.0,Good,Terni,Italy,42.5619,12.6414
Austria,Ternitz,27.0,Good,0.0,Good,27.0,Good,1.0,Good,20.0,Good,Ternitz,Austria,47.7167,16.0333
Spain,Teror,37.0,Good,0.0,Good,37.0,Good,0.0,Good,16.0,Good,Teror,Spain,28.0589,-15.5475
Brazil,Terra Boa,30.0,Good,1.0,Good,16.0,Good,0.0,Good,30.0,Good,Terra Boa,Brazil,-12.3919,-38.625
Brazil,Terra Nova,26.0,Good,0.0,Good,20.0,Good,0.0,Good,26.0,Good,Terra Nova,Brazil,-8.23,-39.3758
Brazil,Terra Rica,60.0,Moderate,1.0,Good,10.0,Good,2.0,Good,60.0,Moderate,Terra Rica,Brazil,-22.7167,-52.6333
Brazil,Terra Roxa,19.0,Good,1.0,Good,8.0,Good,1.0,Good,19.0,Good,,,,
Brazil,Terra Santa,27.0,Good,1.0,Good,6.0,Good,0.0,Good,27.0,Good,Terra Santa,Brazil,-2.1039,-56.4869
Canada,Terrace,24.0,Good,0.0,Good,24.0,Good,1.0,Good,11.0,Good,Terrace,Canada,54.5164,-128.5997
Italy,Terracina,47.0,Good,1.0,Good,47.0,Good,1.0,Good,33.0,Good,Terracina,Italy,41.2833,13.25
Italy,Terranuova Bracciolini,69.0,Moderate,1.0,Good,69.0,Moderate,0.0,Good,43.0,Good,Terranuova Bracciolini,Italy,43.55,11.5833
Italy,Terrasini,46.0,Good,1.0,Good,46.0,Good,1.0,Good,41.0,Good,,,,
Spain,Terrassa,47.0,Good,2.0,Good,32.0,Good,4.0,Good,47.0,Good,,,,
United States of America,Terre Haute,62.0,Moderate,1.0,Good,38.0,Good,3.0,Good,62.0,Moderate,Terre Haute,United States,39.466,-87.3751
United States of America,Terrell,60.0,Moderate,1.0,Good,20.0,Good,4.0,Good,60.0,Moderate,Terrell,United States,32.734,-96.2931
United States of America,Terrytown,40.0,Good,2.0,Good,38.0,Good,9.0,Good,40.0,Good,Terrytown,United States,29.9014,-90.0279
United States of America,Terryville,73.0,Moderate,2.0,Good,41.0,Good,9.0,Good,73.0,Moderate,Terryville,United States,40.9093,-73.0486
Spain,Teruel,54.0,Moderate,1.0,Good,27.0,Good,1.0,Good,54.0,Moderate,Teruel,Spain,40.3436,-1.1072
Spain,Teruel,54.0,Moderate,1.0,Good,27.0,Good,1.0,Good,54.0,Moderate,Teruel,Colombia,2.75,-75.5667
Belgium,Tervuren,44.0,Good,1.0,Good,25.0,Good,4.0,Good,44.0,Good,Tervuren,Belgium,50.8167,4.5
Italy,Terzigno,42.0,Good,1.0,Good,42.0,Good,2.0,Good,15.0,Good,Terzigno,Italy,40.8,14.5
Ghana,Teshie,69.0,Moderate,2.0,Good,20.0,Good,1.0,Good,69.0,Moderate,,,,
Mexico,Tesistan,74.0,Moderate,2.0,Good,2.0,Good,9.0,Good,74.0,Moderate,,,,
Niger,Tessaoua,85.0,Moderate,1.0,Good,43.0,Good,0.0,Good,85.0,Moderate,,,,
Belgium,Tessenderlo,36.0,Good,1.0,Good,24.0,Good,4.0,Good,36.0,Good,Tessenderlo,Belgium,51.0667,5.0833
Mozambique,Tete,54.0,Moderate,1.0,Good,21.0,Good,0.0,Good,54.0,Moderate,Tete,Mozambique,-16.1667,33.6
Bulgaria,Teteven,65.0,Moderate,1.0,Good,40.0,Good,1.0,Good,65.0,Moderate,Teteven,Bulgaria,42.9167,24.2667
Ukraine,Tetiyiv,83.0,Moderate,1.0,Good,37.0,Good,1.0,Good,83.0,Moderate,,,,
Mexico,Tetla,176.0,Unhealthy,3.0,Good,8.0,Good,9.0,Good,176.0,Unhealthy,,,,
Morocco,Tetouan,45.0,Good,1.0,Good,32.0,Good,6.0,Good,45.0,Good,Tetouan,Morocco,35.5667,-5.3667
Republic of North Macedonia,Tetovo,48.0,Good,1.0,Good,43.0,Good,0.0,Good,48.0,Good,Tetovo,North Macedonia,42.0103,20.9714
Germany,Tettnang,64.0,Moderate,1.0,Good,64.0,Moderate,0.0,Good,62.0,Moderate,Tettnang,Germany,47.6708,9.5875
Brazil,Teutonia,40.0,Good,1.0,Good,12.0,Good,3.0,Good,40.0,Good,Teutonia,Brazil,-29.4333,-51.8
United States of America,Tewksbury,46.0,Good,1.0,Good,46.0,Good,2.0,Good,39.0,Good,Tewksbury,United States,42.612,-71.2278
United States of America,Texarkana,51.0,Moderate,2.0,Good,34.0,Good,4.0,Good,51.0,Moderate,Texarkana,United States,33.45,-94.0847
United States of America,Texarkana,51.0,Moderate,2.0,Good,34.0,Good,4.0,Good,51.0,Moderate,Texarkana,United States,33.436,-93.9959
United States of America,Texas City,65.0,Moderate,1.0,Good,23.0,Good,3.0,Good,65.0,Moderate,Texas City,United States,29.4154,-94.9682
Mexico,Texcoco,320.0,Hazardous,5.0,Good,26.0,Good,10.0,Good,320.0,Hazardous,Texcoco,Mexico,19.52,-98.88
Mexico,Texmelucan,169.0,Unhealthy,2.0,Good,4.0,Good,12.0,Good,169.0,Unhealthy,,,,
Lesotho,Teyateyaneng,65.0,Moderate,2.0,Good,23.0,Good,1.0,Good,65.0,Moderate,Teyateyaneng,Lesotho,-29.1511,27.7425
